desired_heading,heading,steer_output,desired_velocity,velocity,throttle_output
-0.0004175745664825528,0.01493693194317087,-1.2,0.07355345644924209,0.0,-1.0
-0.01075923915037933,0.01493693194317087,-0.0077088513280650596,2.9710685994406596,8.874462387949971e-09,1.0
-0.018964387901455854,0.014220427177236466,-0.009955444523607696,2.9999999351857016,1.4075229377063454,0.7166146488657104
-0.004413781400185648,0.0003697083969180714,-0.0014350469391311157,2.9999999351857016,4.539348619564812,-0.6927069079705999
0.014937370525880348,-0.00210389687105111,0.0051123802190794375,2.999999964352136,2.411004644567839e-05,1.0
0.014937465491504022,-0.00017683389638126142,0.004534289816365585,2.9999999351857016,2.0993155136794903,0.4053079896777951
-0.05904483263109396,0.0016938919080002654,-0.018221617361728268,2.9999999351857016,2.345332739654669,0.2946002379889647
-0.08541392994541175,-0.006747917570042773,-0.023599803712610692,2.9999999351857016,3.0871048443847746,-0.03919720913958285
-0.1465396460463689,-0.022240056182657116,-0.03728987695911353,2.9999999351857016,2.4536957034289144,0.24583690429055424
-0.17796415428354084,-0.0389332846080864,-0.04170926090263633,2.999999949050509,2.318850261906435,0.30651735921483336
-0.19898532502226363,-0.057613770080716616,-0.042411466482464105,2.999999949050509,2.3262185138920377,0.30320164582131215
-0.20428013974372541,-0.07688814879881291,-0.03821759728347374,2.999999949050509,1.7905402007848559,0.544256886719544
-0.1966342433475663,-0.09215022566335263,-0.0313452053052641,2.999999949050509,2.312886728304065,0.3092009493359
-0.17111567996565244,-0.1080626298213329,-0.018915915043295862,2.999999907364562,2.5647282365803274,0.19587225185290555
-0.1735106095816033,-0.11753818194697004,-0.016791728290389978,2.999999907364562,2.3019634886241804,0.31411638843317174
-0.21484569508996407,-0.12478786403351896,-0.02701734931693353,2.999999907364562,2.1914563276519066,0.363844610870695
-0.21801233251429028,-0.13622828808903817,-0.024535213327575633,2.999999907364562,2.325126399295619,0.30369307863102446
-0.20794419419580015,-0.14788976283741234,-0.01801632940751634,2.999999907364562,2.3630654940861584,0.2866204859752816
-0.18538295113321746,-0.1564779580102135,-0.008671497936901187,2.999999949050509,2.3001261912418345,0.3149431910139036
-0.1578092879496002,-0.16089828943228385,0.0009267004448050952,2.999999949050509,2.2870647694405974,0.3208208308244603
-0.12631652320541673,-0.1610383550608652,0.010416549556634541,2.999999949050509,2.3177656980372245,0.3070054129559781
-0.09340374634422405,-0.15712084509735863,0.019115129625940374,2.999999949050509,2.3206566397437722,0.3057044891880316
-0.06114048905337757,-0.1488495660942769,0.0263127231122698,2.999999949050509,2.30575107598325,0.3124119928802667
-0.02224848450791835,-0.13769570649442864,0.034634166595953086,2.999999907364562,2.3057756085349927,0.3124009344733062
0.0028982253429237752,-0.12280592290552518,0.03771124447453468,2.999999907364562,2.3122791197452592,0.30947435442868626
0.03408906397372699,-0.10646900254740788,0.042167419956340456,2.999999907364562,2.3118848640236336,0.30965176950341783
0.0475249129091018,-0.08819861891551466,0.040717059547384936,2.999999907364562,2.308872451620078,0.3110073550850179
0.0569741344012312,-0.07028616413412807,0.038178089560607774,2.999999949050509,2.3094623801575627,0.31074190600182594
0.061559349154186004,-0.05274924003357788,0.034292576756329164,2.999999949050509,2.3109026796373553,0.31009377123591925
0.06267953787563918,-0.03771409362223733,0.03011808944936295,2.999999949050509,2.3106509059825715,0.31020706938057196
0.060967111905292436,-0.023771908522265295,0.02542170612826732,2.999999949050509,2.310029634881316,0.3104866413761369
0.05707918911910754,-0.012632969906602573,0.02091364770771303,2.999999949050509,2.310231739401091,0.3103956943422382
0.06887546678469755,-0.0028085694255232394,0.021505210863066237,2.999999907364562,2.310542451361065,0.3102558552015737
0.1216185213850561,0.006692022396070134,0.034477949696695785,2.999999907364562,2.310329737865754,0.3103515762744636
0.18341213348935664,0.02092834531606301,0.04874513645198809,2.999999907364562,2.309668770882183,0.31064901141707063
0.2399254362301866,0.041381137446411136,0.05956328963513264,2.999999907364562,2.3093308285474228,0.3108010854677127
0.2506682230726462,0.06780304521730579,0.05485955335660212,2.999999907364562,2.309458595265674,0.3107435904444997
0.24653888483562075,0.09184921355876802,0.04640690138305582,2.999999907364562,2.3104638352114466,0.31029123246890195
0.23068713498566037,0.11379822992676611,0.03506667151766828,2.999999907364562,2.3106005943511136,0.3102296908560518
0.2062726573268268,0.13025267891273998,0.02280599352422605,2.999999907364562,2.310403227075275,0.31031850613017914
0.17630465178219515,0.1413500045960729,0.010486394155836678,2.999999907364562,2.31044413471274,0.3103000976933199
0.21100266107071627,0.14669188962385152,0.019293231434059425,2.999999907364562,2.310489928570873,0.31027949045716
0.2281764477893046,0.15512870073343848,0.021914324116759833,2.999999907364562,2.3101224410691774,0.3104448598329231
0.23039340321298393,0.16471566453880343,0.01970332160225415,2.999999907364562,2.310197385577658,0.31041113480410687
0.22049286034276516,0.1735432612488459,0.01408487972817578,2.999999907364562,2.310467015790208,0.3102898012084594
0.2013949295637697,0.18015852010708908,0.006370922837004187,2.999999907364562,2.310493219366024,0.31027800959934204
0.17595314205968465,0.18355664707900293,-0.0022810515057954837,2.999999907364562,2.3103827999045303,0.3103276983570143
0.14680343653527206,0.1829883118576232,-0.010855462596705345,2.999999907364562,2.310333698493291,0.3103497939920719
0.11626313964756452,0.1786715940467138,-0.01872253631974478,2.999999907364562,2.31028957674253,0.3103696487799143
0.08628191327140065,0.17077162627861636,-0.025346913902164713,2.999999907364562,2.310211537589378,0.31040476639883274
0.058383240922863636,0.1599002198795062,-0.030455093686992767,2.999999907364562,2.3101450025761747,0.3104347071547743
0.033678836517445285,0.14677892505722667,-0.03393002656193442,2.999999907364562,2.3101284991216025,0.3104421337093318
0.012883412206824063,0.13184102979875525,-0.035687285277579354,2.999999907364562,2.310142672103795,0.31043575586734506
-0.0036453305884759585,0.11618250811644361,-0.03594835161147587,2.999999907364562,2.310168990457446,0.3104239126082023
-0.015847673947344716,0.0998839872122939,-0.034719498347891585,2.999999907364562,2.3101993154036258,0.3104102663824213
-0.023932221379067913,0.08455533132050219,-0.03254626580987103,2.999999907364562,2.3102545514399555,0.31038541016607296
-0.028275826414127757,0.07010119095166525,-0.029513105209737905,2.999999907364562,2.310297423563548,0.3103661177104563
-0.029388805253452166,0.056947900745601944,-0.02590101179971623,2.999999907364562,2.3103299148361787,0.3103514966377725
-0.027854934589495894,0.04514416742193629,-0.021899730603429656,2.999999907364562,2.310362069265399,0.31033702714462325
-0.024289339396566353,0.03523537308240289,-0.017857413743690775,2.999999907364562,2.3103854523326754,0.310326504764349
-0.019287421335259618,0.027055122173736835,-0.013902763052698936,2.999999907364562,2.310393676710054,0.31032280379452853
-0.013411559817877776,0.020388256246994942,-0.010139944819461814,2.999999907364562,2.3103909335344466,0.310324038223552
-0.0071580138234787595,0.01566782714166741,-0.00684775228954385,2.999999907364562,2.310399077696827,0.31032037335048074
-0.0009416552418640943,0.012495035847190583,-0.004031007326716403,2.999999907364562,2.3103960500309366,0.31032173580013145
0.004903505811997429,0.010507748631367927,-0.0016812728458111493,2.999999907364562,2.310390878297713,0.310324063080082
0.010131529819650487,0.009624320881437099,0.00015216268146401625,2.999999907364562,2.3103859275179923,0.31032629093095637
0.014577987101147917,0.009581813293428611,0.0014988521423157917,2.999999907364562,2.310386625553181,0.3103259768151214
0.018157397297753546,0.010196468792424298,0.0023882785515987742,2.999999907364562,2.3103865313454834,0.3103260192085854
0.02084678657164315,0.011205701775536947,0.0028923254388318605,2.999999907364562,2.310385233908918,0.31032660305503973
0.02267525192340403,0.012464052672680493,0.0030633597752170614,2.999999907364562,2.310388014429852,0.3103253518206195
0.02267763949930624,0.013804260403235747,0.0026620137288211484,2.999999907364562,2.310389132958497,0.3103248484827293
